	DATE	ASS_ASSIGNMENT	prediction
182	2012-12-28 05:00:00.000	Domicile	0.0
183	2012-12-28 05:00:00.000	Gestion	0.0
184	2012-12-28 05:00:00.000	Gestion - Accueil Telephonique	0.0
185	2012-12-28 05:00:00.000	Gestion Assurances	0.0
186	2012-12-28 05:00:00.000	Gestion Relation Clienteles	0.0
187	2012-12-28 05:00:00.000	Gestion Renault	0.0
188	2012-12-28 05:00:00.000	Japon	0.0
189	2012-12-28 05:00:00.000	Médical	0.0
190	2012-12-28 05:00:00.000	Nuit	0.0
191	2012-12-28 05:00:00.000	RENAULT	0.0
192	2012-12-28 05:00:00.000	Regulation Medicale	0.0
193	2012-12-28 05:00:00.000	SAP	0.0
194	2012-12-28 05:00:00.000	Services	0.0
195	2012-12-28 05:00:00.000	Tech. Axa	0.0
196	2012-12-28 05:00:00.000	Tech. Inter	0.0
197	2012-12-28 05:00:00.000	Téléphonie	0.0
198	2012-12-28 05:30:00.000	CMS	0.0
199	2012-12-28 05:30:00.000	Crises	0.0
200	2012-12-28 05:30:00.000	Domicile	0.0
201	2012-12-28 05:30:00.000	Gestion	0.0
202	2012-12-28 05:30:00.000	Gestion - Accueil Telephonique	0.0
203	2012-12-28 05:30:00.000	Gestion Assurances	0.0
204	2012-12-28 05:30:00.000	Gestion Relation Clienteles	0.0
205	2012-12-28 05:30:00.000	Gestion Renault	0.0
206	2012-12-28 05:30:00.000	Japon	0.0
207	2012-12-28 05:30:00.000	Médical	0.0
208	2012-12-28 05:30:00.000	Nuit	1.4567946195602417
209	2012-12-28 05:30:00.000	RENAULT	0.0
210	2012-12-28 05:30:00.000	Regulation Medicale	0.0
211	2012-12-28 05:30:00.000	SAP	0.0
212	2012-12-28 05:30:00.000	Services	0.0
213	2012-12-28 05:30:00.000	Tech. Axa	0.0
214	2012-12-28 05:30:00.000	Tech. Inter	0.0
215	2012-12-28 05:30:00.000	Téléphonie	0.0
216	2012-12-28 06:00:00.000	CMS	0.0
217	2012-12-28 06:00:00.000	Crises	0.0
218	2012-12-28 06:00:00.000	Domicile	0.0
219	2012-12-28 06:00:00.000	Gestion	0.0
220	2012-12-28 06:00:00.000	Gestion - Accueil Telephonique	0.0
221	2012-12-28 06:00:00.000	Gestion Assurances	0.0
222	2012-12-28 06:00:00.000	Gestion Relation Clienteles	0.0
223	2012-12-28 06:00:00.000	Gestion Renault	0.0
224	2012-12-28 06:00:00.000	Japon	0.0
225	2012-12-28 06:00:00.000	Médical	0.0
226	2012-12-28 06:00:00.000	Nuit	0.0
227	2012-12-28 06:00:00.000	RENAULT	0.0
228	2012-12-28 06:00:00.000	Regulation Medicale	0.0
229	2012-12-28 06:00:00.000	SAP	0.0
230	2012-12-28 06:00:00.000	Services	0.0
231	2012-12-28 06:00:00.000	Tech. Axa	0.0
232	2012-12-28 06:00:00.000	Tech. Inter	0.0
233	2012-12-28 06:00:00.000	Téléphonie	0.0
234	2012-12-28 06:30:00.000	CMS	0.0
235	2012-12-28 06:30:00.000	Crises	0.0
236	2012-12-28 06:30:00.000	Domicile	0.0
237	2012-12-28 06:30:00.000	Gestion	0.0
238	2012-12-28 06:30:00.000	Gestion - Accueil Telephonique	0.0
239	2012-12-28 06:30:00.000	Gestion Assurances	0.0
240	2012-12-28 06:30:00.000	Gestion Relation Clienteles	0.0
241	2012-12-28 06:30:00.000	Gestion Renault	0.0
242	2012-12-28 06:30:00.000	Japon	0.0
243	2012-12-28 06:30:00.000	Médical	0.0
244	2012-12-28 06:30:00.000	Nuit	0.0
245	2012-12-28 06:30:00.000	RENAULT	0.0
246	2012-12-28 06:30:00.000	Regulation Medicale	0.0
247	2012-12-28 06:30:00.000	SAP	0.0
248	2012-12-28 06:30:00.000	Services	0.0
249	2012-12-28 06:30:00.000	Tech. Axa	0.0
250	2012-12-28 06:30:00.000	Tech. Inter	0.0
251	2012-12-28 06:30:00.000	Tech. Total	0.0
252	2012-12-28 06:30:00.000	Téléphonie	0.0
253	2012-12-28 07:00:00.000	CMS	0.0
254	2012-12-28 07:00:00.000	Crises	0.0
255	2012-12-28 07:00:00.000	Domicile	0.0
256	2012-12-28 07:00:00.000	Gestion	0.0
257	2012-12-28 07:00:00.000	Gestion - Accueil Telephonique	0.0
258	2012-12-28 07:00:00.000	Gestion Assurances	0.0
259	2012-12-28 07:00:00.000	Gestion Relation Clienteles	0.0
260	2012-12-28 07:00:00.000	Gestion Renault	0.0
261	2012-12-28 07:00:00.000	Japon	0.0
262	2012-12-28 07:00:00.000	Mécanicien	0.0
263	2012-12-28 07:00:00.000	Médical	0.0
264	2012-12-28 07:00:00.000	Nuit	2.530996084213257
265	2012-12-28 07:00:00.000	RENAULT	0.0
266	2012-12-28 07:00:00.000	Regulation Medicale	0.0
267	2012-12-28 07:00:00.000	SAP	0.0
268	2012-12-28 07:00:00.000	Services	0.0
269	2012-12-28 07:00:00.000	Tech. Axa	0.0
270	2012-12-28 07:00:00.000	Tech. Inter	0.0
271	2012-12-28 07:00:00.000	Tech. Total	0.0
272	2012-12-28 07:00:00.000	Téléphonie	0.0
273	2012-12-28 07:30:00.000	CAT	0.0
274	2012-12-28 07:30:00.000	CMS	0.0
275	2012-12-28 07:30:00.000	Crises	0.0
276	2012-12-28 07:30:00.000	Domicile	0.0
277	2012-12-28 07:30:00.000	Gestion	0.0
278	2012-12-28 07:30:00.000	Gestion - Accueil Telephonique	0.0
279	2012-12-28 07:30:00.000	Gestion Assurances	0.0
280	2012-12-28 07:30:00.000	Gestion Relation Clienteles	0.0
281	2012-12-28 07:30:00.000	Gestion Renault	0.0
282	2012-12-28 07:30:00.000	Japon	0.0
283	2012-12-28 07:30:00.000	Manager	0.0
284	2012-12-28 07:30:00.000	Mécanicien	0.0
285	2012-12-28 07:30:00.000	Médical	0.0
286	2012-12-28 07:30:00.000	Nuit	0.0
287	2012-12-28 07:30:00.000	RENAULT	0.0
288	2012-12-28 07:30:00.000	Regulation Medicale	0.0
289	2012-12-28 07:30:00.000	SAP	0.0
290	2012-12-28 07:30:00.000	Services	0.0
291	2012-12-28 07:30:00.000	Tech. Axa	4.015566349029541
292	2012-12-28 07:30:00.000	Tech. Inter	0.0
293	2012-12-28 07:30:00.000	Tech. Total	0.0
294	2012-12-28 07:30:00.000	Téléphonie	0.0
295	2012-12-28 08:00:00.000	CAT	6.575894832611084
296	2012-12-28 08:00:00.000	CMS	0.0
297	2012-12-28 08:00:00.000	Domicile	0.0
298	2012-12-28 08:00:00.000	Gestion	0.0
299	2012-12-28 08:00:00.000	Gestion - Accueil Telephonique	0.0
300	2012-12-28 08:00:00.000	Gestion Assurances	0.0
301	2012-12-28 08:00:00.000	Gestion Relation Clienteles	0.0
302	2012-12-28 08:00:00.000	Gestion Renault	0.0
303	2012-12-28 08:00:00.000	Japon	0.0
304	2012-12-28 08:00:00.000	Manager	0.0
305	2012-12-28 08:00:00.000	Mécanicien	0.0
306	2012-12-28 08:00:00.000	Médical	0.0
307	2012-12-28 08:00:00.000	Nuit	0.0
308	2012-12-28 08:00:00.000	RENAULT	1.5694316625595093
309	2012-12-28 08:00:00.000	Regulation Medicale	0.0
310	2012-12-28 08:00:00.000	SAP	0.0
311	2012-12-28 08:00:00.000	Services	0.0
312	2012-12-28 08:00:00.000	Tech. Axa	5.701670169830322
313	2012-12-28 08:00:00.000	Tech. Inter	0.0
314	2012-12-28 08:00:00.000	Tech. Total	3.0403692722320557
315	2012-12-28 08:00:00.000	Téléphonie	0.0
316	2012-12-28 08:30:00.000	CAT	19.257471084594727
317	2012-12-28 08:30:00.000	CMS	0.0
318	2012-12-28 08:30:00.000	Domicile	0.0
319	2012-12-28 08:30:00.000	Gestion	0.0
320	2012-12-28 08:30:00.000	Gestion - Accueil Telephonique	0.0
321	2012-12-28 08:30:00.000	Gestion Assurances	0.0
322	2012-12-28 08:30:00.000	Gestion Relation Clienteles	0.0
323	2012-12-28 08:30:00.000	Gestion Renault	0.0
324	2012-12-28 08:30:00.000	Japon	0.0
325	2012-12-28 08:30:00.000	Manager	0.0
326	2012-12-28 08:30:00.000	Mécanicien	0.0
327	2012-12-28 08:30:00.000	Médical	0.0
328	2012-12-28 08:30:00.000	Nuit	0.0
329	2012-12-28 08:30:00.000	RENAULT	0.0
330	2012-12-28 08:30:00.000	Regulation Medicale	0.0
331	2012-12-28 08:30:00.000	SAP	0.0
332	2012-12-28 08:30:00.000	Services	0.0
333	2012-12-28 08:30:00.000	Tech. Axa	7.574808597564697
334	2012-12-28 08:30:00.000	Tech. Inter	0.0
335	2012-12-28 08:30:00.000	Tech. Total	3.4336936473846436
336	2012-12-28 08:30:00.000	Téléphonie	0.0
337	2012-12-28 09:00:00.000	CAT	36.182228088378906
338	2012-12-28 09:00:00.000	CMS	0.0
339	2012-12-28 09:00:00.000	Domicile	3.308945417404175
340	2012-12-28 09:00:00.000	Gestion	0.0
341	2012-12-28 09:00:00.000	Gestion - Accueil Telephonique	3.0952606201171875
342	2012-12-28 09:00:00.000	Gestion Assurances	0.0
343	2012-12-28 09:00:00.000	Gestion Clients	0.0
344	2012-12-28 09:00:00.000	Gestion DZ	0.0
345	2012-12-28 09:00:00.000	Gestion Relation Clienteles	0.0
346	2012-12-28 09:00:00.000	Gestion Renault	0.0
347	2012-12-28 09:00:00.000	Japon	0.0
348	2012-12-28 09:00:00.000	Manager	0.0
349	2012-12-28 09:00:00.000	Mécanicien	0.0
350	2012-12-28 09:00:00.000	Médical	0.0
351	2012-12-28 09:00:00.000	Nuit	0.0
352	2012-12-28 09:00:00.000	RENAULT	0.0
353	2012-12-28 09:00:00.000	RTC	0.0
354	2012-12-28 09:00:00.000	Regulation Medicale	0.0
355	2012-12-28 09:00:00.000	SAP	4.503262996673584
356	2012-12-28 09:00:00.000	Services	2.0515084266662598
357	2012-12-28 09:00:00.000	Tech. Axa	16.495203018188477
358	2012-12-28 09:00:00.000	Tech. Inter	0.0
359	2012-12-28 09:00:00.000	Tech. Total	5.631599426269531
360	2012-12-28 09:00:00.000	Téléphonie	0.0
361	2012-12-28 09:30:00.000	CAT	39.18317413330078
362	2012-12-28 09:30:00.000	CMS	0.0
363	2012-12-28 09:30:00.000	Domicile	4.705909729003906
364	2012-12-28 09:30:00.000	Gestion	0.0
365	2012-12-28 09:30:00.000	Gestion - Accueil Telephonique	3.6755282878875732
366	2012-12-28 09:30:00.000	Gestion Assurances	0.0
367	2012-12-28 09:30:00.000	Gestion Clients	0.0
368	2012-12-28 09:30:00.000	Gestion DZ	0.0
369	2012-12-28 09:30:00.000	Gestion Relation Clienteles	0.0
370	2012-12-28 09:30:00.000	Gestion Renault	0.0
371	2012-12-28 09:30:00.000	Japon	0.0
372	2012-12-28 09:30:00.000	Manager	0.0
373	2012-12-28 09:30:00.000	Mécanicien	0.0
374	2012-12-28 09:30:00.000	Médical	1.6953710317611694
375	2012-12-28 09:30:00.000	Nuit	0.0
376	2012-12-28 09:30:00.000	Prestataires	0.0
377	2012-12-28 09:30:00.000	RENAULT	0.0
378	2012-12-28 09:30:00.000	RTC	2.3133163452148438
379	2012-12-28 09:30:00.000	Regulation Medicale	0.0
380	2012-12-28 09:30:00.000	SAP	2.6631813049316406
381	2012-12-28 09:30:00.000	Services	2.647406816482544
382	2012-12-28 09:30:00.000	Tech. Axa	13.182576179504395
383	2012-12-28 09:30:00.000	Tech. Inter	0.0
384	2012-12-28 09:30:00.000	Tech. Total	6.63705587387085
385	2012-12-28 09:30:00.000	Téléphonie	0.0
386	2012-12-28 10:00:00.000	CAT	45.65211486816406
387	2012-12-28 10:00:00.000	CMS	0.0
388	2012-12-28 10:00:00.000	Domicile	6.416022777557373
389	2012-12-28 10:00:00.000	Gestion	0.0
390	2012-12-28 10:00:00.000	Gestion - Accueil Telephonique	4.626377105712891
391	2012-12-28 10:00:00.000	Gestion Assurances	4.598289489746094
392	2012-12-28 10:00:00.000	Gestion Clients	0.0
393	2012-12-28 10:00:00.000	Gestion DZ	0.0
394	2012-12-28 10:00:00.000	Gestion Relation Clienteles	1.6645587682724
395	2012-12-28 10:00:00.000	Gestion Renault	0.0
396	2012-12-28 10:00:00.000	Japon	0.0
397	2012-12-28 10:00:00.000	Manager	0.0
398	2012-12-28 10:00:00.000	Mécanicien	0.0
399	2012-12-28 10:00:00.000	Médical	1.920566201210022
400	2012-12-28 10:00:00.000	Nuit	0.0
401	2012-12-28 10:00:00.000	Prestataires	0.0
402	2012-12-28 10:00:00.000	RENAULT	0.0
403	2012-12-28 10:00:00.000	RTC	5.137313365936279
404	2012-12-28 10:00:00.000	Regulation Medicale	0.0
405	2012-12-28 10:00:00.000	SAP	4.561500072479248
406	2012-12-28 10:00:00.000	Services	2.6626298427581787
407	2012-12-28 10:00:00.000	Tech. Axa	13.365824699401855
408	2012-12-28 10:00:00.000	Tech. Inter	1.920566201210022
409	2012-12-28 10:00:00.000	Tech. Total	6.011252403259277
410	2012-12-28 10:00:00.000	Téléphonie	0.0
411	2012-12-28 10:30:00.000	CAT	57.2968635559082
412	2012-12-28 10:30:00.000	CMS	0.0
413	2012-12-28 10:30:00.000	Domicile	7.012557506561279
414	2012-12-28 10:30:00.000	Gestion	0.0
415	2012-12-28 10:30:00.000	Gestion - Accueil Telephonique	4.573934078216553
416	2012-12-28 10:30:00.000	Gestion Assurances	3.227132797241211
417	2012-12-28 10:30:00.000	Gestion Clients	0.0
418	2012-12-28 10:30:00.000	Gestion DZ	0.0
419	2012-12-28 10:30:00.000	Gestion Relation Clienteles	0.0
420	2012-12-28 10:30:00.000	Gestion Renault	0.0
421	2012-12-28 10:30:00.000	Japon	0.0
422	2012-12-28 10:30:00.000	Manager	0.0
423	2012-12-28 10:30:00.000	Mécanicien	0.0
424	2012-12-28 10:30:00.000	Médical	1.9068739414215088
425	2012-12-28 10:30:00.000	Nuit	0.0
426	2012-12-28 10:30:00.000	Prestataires	0.0
427	2012-12-28 10:30:00.000	RENAULT	0.0
428	2012-12-28 10:30:00.000	RTC	4.057797908782959
429	2012-12-28 10:30:00.000	Regulation Medicale	0.0
430	2012-12-28 10:30:00.000	SAP	0.0
431	2012-12-28 10:30:00.000	Services	2.6626298427581787
432	2012-12-28 10:30:00.000	Tech. Axa	13.431029319763184
433	2012-12-28 10:30:00.000	Tech. Inter	0.0
434	2012-12-28 10:30:00.000	Tech. Total	6.877509593963623
435	2012-12-28 10:30:00.000	Téléphonie	0.0
436	2012-12-28 11:00:00.000	CAT	49.70590591430664
437	2012-12-28 11:00:00.000	CMS	0.0
438	2012-12-28 11:00:00.000	Domicile	6.870922088623047
439	2012-12-28 11:00:00.000	Gestion	0.0
440	2012-12-28 11:00:00.000	Gestion - Accueil Telephonique	4.274688720703125
441	2012-12-28 11:00:00.000	Gestion Assurances	4.511444091796875
442	2012-12-28 11:00:00.000	Gestion Clients	0.0
443	2012-12-28 11:00:00.000	Gestion DZ	0.0
444	2012-12-28 11:00:00.000	Gestion Relation Clienteles	0.0
445	2012-12-28 11:00:00.000	Gestion Renault	0.0
446	2012-12-28 11:00:00.000	Japon	0.0
447	2012-12-28 11:00:00.000	Manager	0.0
448	2012-12-28 11:00:00.000	Mécanicien	0.0
449	2012-12-28 11:00:00.000	Médical	1.8371301889419556
450	2012-12-28 11:00:00.000	Nuit	0.0
451	2012-12-28 11:00:00.000	Prestataires	0.0
452	2012-12-28 11:00:00.000	RENAULT	0.0
453	2012-12-28 11:00:00.000	RTC	3.363771915435791
454	2012-12-28 11:00:00.000	Regulation Medicale	0.0
455	2012-12-28 11:00:00.000	SAP	2.983879566192627
456	2012-12-28 11:00:00.000	Services	2.196342706680298
457	2012-12-28 11:00:00.000	Tech. Axa	14.434113502502441
458	2012-12-28 11:00:00.000	Tech. Inter	0.0
459	2012-12-28 11:00:00.000	Tech. Total	6.60767936706543
460	2012-12-28 11:00:00.000	Téléphonie	0.0
461	2012-12-28 11:30:00.000	CAT	36.82703399658203
462	2012-12-28 11:30:00.000	CMS	0.0
463	2012-12-28 11:30:00.000	Domicile	6.509422779083252
464	2012-12-28 11:30:00.000	Gestion	0.0
465	2012-12-28 11:30:00.000	Gestion - Accueil Telephonique	3.5357437133789062
466	2012-12-28 11:30:00.000	Gestion Assurances	3.227132797241211
467	2012-12-28 11:30:00.000	Gestion Clients	0.0
468	2012-12-28 11:30:00.000	Gestion DZ	0.0
469	2012-12-28 11:30:00.000	Gestion Relation Clienteles	3.227132797241211
470	2012-12-28 11:30:00.000	Gestion Renault	0.0
471	2012-12-28 11:30:00.000	Japon	0.0
472	2012-12-28 11:30:00.000	Manager	0.0
473	2012-12-28 11:30:00.000	Mécanicien	0.0
474	2012-12-28 11:30:00.000	Médical	1.5242003202438354
475	2012-12-28 11:30:00.000	Nuit	0.0
476	2012-12-28 11:30:00.000	Prestataires	0.0
477	2012-12-28 11:30:00.000	RENAULT	0.0
478	2012-12-28 11:30:00.000	RTC	2.8232150077819824
479	2012-12-28 11:30:00.000	Regulation Medicale	0.0
480	2012-12-28 11:30:00.000	SAP	4.561500072479248
481	2012-12-28 11:30:00.000	Services	2.525879383087158
482	2012-12-28 11:30:00.000	Tech. Axa	12.575754165649414
483	2012-12-28 11:30:00.000	Tech. Inter	0.0
484	2012-12-28 11:30:00.000	Tech. Total	6.287745952606201
485	2012-12-28 11:30:00.000	Téléphonie	0.0
486	2012-12-28 12:00:00.000	CAT	31.956146240234375
487	2012-12-28 12:00:00.000	CMS	0.0
488	2012-12-28 12:00:00.000	Domicile	7.440213680267334
489	2012-12-28 12:00:00.000	Gestion	0.0
490	2012-12-28 12:00:00.000	Gestion - Accueil Telephonique	0.0
491	2012-12-28 12:00:00.000	Gestion Assurances	0.0
492	2012-12-28 12:00:00.000	Gestion Clients	0.0
