	DATE	ASS_ASSIGNMENT	prediction
182	2012-12-28 05:00:00.000	Domicile	0.0
183	2012-12-28 05:00:00.000	Gestion	0.0
184	2012-12-28 05:00:00.000	Gestion - Accueil Telephonique	0.0
185	2012-12-28 05:00:00.000	Gestion Assurances	0.0
186	2012-12-28 05:00:00.000	Gestion Relation Clienteles	0.0
187	2012-12-28 05:00:00.000	Gestion Renault	0.0
188	2012-12-28 05:00:00.000	Japon	0.0
189	2012-12-28 05:00:00.000	Médical	0.0
190	2012-12-28 05:00:00.000	Nuit	0.0
191	2012-12-28 05:00:00.000	RENAULT	0.0
192	2012-12-28 05:00:00.000	Regulation Medicale	0.0
193	2012-12-28 05:00:00.000	SAP	0.0
194	2012-12-28 05:00:00.000	Services	0.0
195	2012-12-28 05:00:00.000	Tech. Axa	0.0
196	2012-12-28 05:00:00.000	Tech. Inter	0.0
197	2012-12-28 05:00:00.000	Téléphonie	0.0
198	2012-12-28 05:30:00.000	CMS	0.0
199	2012-12-28 05:30:00.000	Crises	0.0
200	2012-12-28 05:30:00.000	Domicile	0.0
201	2012-12-28 05:30:00.000	Gestion	0.0
202	2012-12-28 05:30:00.000	Gestion - Accueil Telephonique	0.0
203	2012-12-28 05:30:00.000	Gestion Assurances	0.0
204	2012-12-28 05:30:00.000	Gestion Relation Clienteles	0.0
205	2012-12-28 05:30:00.000	Gestion Renault	0.0
206	2012-12-28 05:30:00.000	Japon	0.0
207	2012-12-28 05:30:00.000	Médical	0.0
208	2012-12-28 05:30:00.000	Nuit	21.99759875535965
209	2012-12-28 05:30:00.000	RENAULT	0.0
210	2012-12-28 05:30:00.000	Regulation Medicale	0.0
211	2012-12-28 05:30:00.000	SAP	0.0
212	2012-12-28 05:30:00.000	Services	0.0
213	2012-12-28 05:30:00.000	Tech. Axa	0.0
214	2012-12-28 05:30:00.000	Tech. Inter	0.0
215	2012-12-28 05:30:00.000	Téléphonie	0.0
216	2012-12-28 06:00:00.000	CMS	0.0
217	2012-12-28 06:00:00.000	Crises	0.0
218	2012-12-28 06:00:00.000	Domicile	0.0
219	2012-12-28 06:00:00.000	Gestion	0.0
220	2012-12-28 06:00:00.000	Gestion - Accueil Telephonique	0.0
221	2012-12-28 06:00:00.000	Gestion Assurances	0.0
222	2012-12-28 06:00:00.000	Gestion Relation Clienteles	0.0
223	2012-12-28 06:00:00.000	Gestion Renault	0.0
224	2012-12-28 06:00:00.000	Japon	0.0
225	2012-12-28 06:00:00.000	Médical	0.0
226	2012-12-28 06:00:00.000	Nuit	0.0
227	2012-12-28 06:00:00.000	RENAULT	0.0
228	2012-12-28 06:00:00.000	Regulation Medicale	0.0
229	2012-12-28 06:00:00.000	SAP	0.0
230	2012-12-28 06:00:00.000	Services	0.0
231	2012-12-28 06:00:00.000	Tech. Axa	0.0
232	2012-12-28 06:00:00.000	Tech. Inter	0.0
233	2012-12-28 06:00:00.000	Téléphonie	0.0
234	2012-12-28 06:30:00.000	CMS	0.0
235	2012-12-28 06:30:00.000	Crises	0.0
236	2012-12-28 06:30:00.000	Domicile	0.0
237	2012-12-28 06:30:00.000	Gestion	0.0
238	2012-12-28 06:30:00.000	Gestion - Accueil Telephonique	0.0
239	2012-12-28 06:30:00.000	Gestion Assurances	0.0
240	2012-12-28 06:30:00.000	Gestion Relation Clienteles	0.0
241	2012-12-28 06:30:00.000	Gestion Renault	0.0
242	2012-12-28 06:30:00.000	Japon	0.0
243	2012-12-28 06:30:00.000	Médical	0.0
244	2012-12-28 06:30:00.000	Nuit	0.0
245	2012-12-28 06:30:00.000	RENAULT	0.0
246	2012-12-28 06:30:00.000	Regulation Medicale	0.0
247	2012-12-28 06:30:00.000	SAP	0.0
248	2012-12-28 06:30:00.000	Services	0.0
249	2012-12-28 06:30:00.000	Tech. Axa	0.0
250	2012-12-28 06:30:00.000	Tech. Inter	0.0
251	2012-12-28 06:30:00.000	Tech. Total	0.0
252	2012-12-28 06:30:00.000	Téléphonie	0.0
253	2012-12-28 07:00:00.000	CMS	0.0
254	2012-12-28 07:00:00.000	Crises	0.0
255	2012-12-28 07:00:00.000	Domicile	0.0
256	2012-12-28 07:00:00.000	Gestion	0.0
257	2012-12-28 07:00:00.000	Gestion - Accueil Telephonique	0.0
258	2012-12-28 07:00:00.000	Gestion Assurances	0.0
259	2012-12-28 07:00:00.000	Gestion Relation Clienteles	0.0
260	2012-12-28 07:00:00.000	Gestion Renault	0.0
261	2012-12-28 07:00:00.000	Japon	0.0
262	2012-12-28 07:00:00.000	Mécanicien	0.0
263	2012-12-28 07:00:00.000	Médical	0.0
264	2012-12-28 07:00:00.000	Nuit	38.21804087162018
265	2012-12-28 07:00:00.000	RENAULT	0.0
266	2012-12-28 07:00:00.000	Regulation Medicale	0.0
267	2012-12-28 07:00:00.000	SAP	0.0
268	2012-12-28 07:00:00.000	Services	0.0
269	2012-12-28 07:00:00.000	Tech. Axa	0.0
270	2012-12-28 07:00:00.000	Tech. Inter	0.0
271	2012-12-28 07:00:00.000	Tech. Total	0.0
272	2012-12-28 07:00:00.000	Téléphonie	0.0
273	2012-12-28 07:30:00.000	CAT	0.0
274	2012-12-28 07:30:00.000	CMS	0.0
275	2012-12-28 07:30:00.000	Crises	0.0
276	2012-12-28 07:30:00.000	Domicile	0.0
277	2012-12-28 07:30:00.000	Gestion	0.0
278	2012-12-28 07:30:00.000	Gestion - Accueil Telephonique	0.0
279	2012-12-28 07:30:00.000	Gestion Assurances	0.0
280	2012-12-28 07:30:00.000	Gestion Relation Clienteles	0.0
281	2012-12-28 07:30:00.000	Gestion Renault	0.0
282	2012-12-28 07:30:00.000	Japon	0.0
283	2012-12-28 07:30:00.000	Manager	0.0
284	2012-12-28 07:30:00.000	Mécanicien	0.0
285	2012-12-28 07:30:00.000	Médical	0.0
286	2012-12-28 07:30:00.000	Nuit	0.0
287	2012-12-28 07:30:00.000	RENAULT	0.0
288	2012-12-28 07:30:00.000	Regulation Medicale	0.0
289	2012-12-28 07:30:00.000	SAP	0.0
290	2012-12-28 07:30:00.000	Services	0.0
291	2012-12-28 07:30:00.000	Tech. Axa	60.635051870346075
292	2012-12-28 07:30:00.000	Tech. Inter	0.0
293	2012-12-28 07:30:00.000	Tech. Total	0.0
294	2012-12-28 07:30:00.000	Téléphonie	0.0
295	2012-12-28 08:00:00.000	CAT	99.29601197242738
296	2012-12-28 08:00:00.000	CMS	0.0
297	2012-12-28 08:00:00.000	Domicile	0.0
298	2012-12-28 08:00:00.000	Gestion	0.0
299	2012-12-28 08:00:00.000	Gestion - Accueil Telephonique	0.0
300	2012-12-28 08:00:00.000	Gestion Assurances	0.0
301	2012-12-28 08:00:00.000	Gestion Relation Clienteles	0.0
302	2012-12-28 08:00:00.000	Gestion Renault	0.0
303	2012-12-28 08:00:00.000	Japon	0.0
304	2012-12-28 08:00:00.000	Manager	0.0
305	2012-12-28 08:00:00.000	Mécanicien	0.0
306	2012-12-28 08:00:00.000	Médical	0.0
307	2012-12-28 08:00:00.000	Nuit	0.0
308	2012-12-28 08:00:00.000	RENAULT	23.698418104648592
309	2012-12-28 08:00:00.000	Regulation Medicale	0.0
310	2012-12-28 08:00:00.000	SAP	0.0
311	2012-12-28 08:00:00.000	Services	0.0
312	2012-12-28 08:00:00.000	Tech. Axa	86.09521956443787
313	2012-12-28 08:00:00.000	Tech. Inter	0.0
314	2012-12-28 08:00:00.000	Tech. Total	45.90957601070404
315	2012-12-28 08:00:00.000	Téléphonie	0.0
316	2012-12-28 08:30:00.000	CAT	290.7878133773804
317	2012-12-28 08:30:00.000	CMS	0.0
318	2012-12-28 08:30:00.000	Domicile	0.0
319	2012-12-28 08:30:00.000	Gestion	0.0
320	2012-12-28 08:30:00.000	Gestion - Accueil Telephonique	0.0
321	2012-12-28 08:30:00.000	Gestion Assurances	0.0
322	2012-12-28 08:30:00.000	Gestion Relation Clienteles	0.0
323	2012-12-28 08:30:00.000	Gestion Renault	0.0
324	2012-12-28 08:30:00.000	Japon	0.0
325	2012-12-28 08:30:00.000	Manager	0.0
326	2012-12-28 08:30:00.000	Mécanicien	0.0
327	2012-12-28 08:30:00.000	Médical	0.0
328	2012-12-28 08:30:00.000	Nuit	0.0
329	2012-12-28 08:30:00.000	RENAULT	0.0
330	2012-12-28 08:30:00.000	Regulation Medicale	0.0
331	2012-12-28 08:30:00.000	SAP	0.0
332	2012-12-28 08:30:00.000	Services	0.0
333	2012-12-28 08:30:00.000	Tech. Axa	114.37960982322694
334	2012-12-28 08:30:00.000	Tech. Inter	0.0
335	2012-12-28 08:30:00.000	Tech. Total	51.848774075508125
336	2012-12-28 08:30:00.000	Téléphonie	0.0
337	2012-12-28 09:00:00.000	CAT	546.3516441345215
338	2012-12-28 09:00:00.000	CMS	0.0
339	2012-12-28 09:00:00.000	Domicile	49.96507580280304
340	2012-12-28 09:00:00.000	Gestion	0.0
341	2012-12-28 09:00:00.000	Gestion - Accueil Telephonique	46.73843536376953
342	2012-12-28 09:00:00.000	Gestion Assurances	0.0
343	2012-12-28 09:00:00.000	Gestion Clients	0.0
344	2012-12-28 09:00:00.000	Gestion DZ	0.0
345	2012-12-28 09:00:00.000	Gestion Relation Clienteles	0.0
346	2012-12-28 09:00:00.000	Gestion Renault	0.0
347	2012-12-28 09:00:00.000	Japon	0.0
348	2012-12-28 09:00:00.000	Manager	0.0
349	2012-12-28 09:00:00.000	Mécanicien	0.0
350	2012-12-28 09:00:00.000	Médical	0.0
351	2012-12-28 09:00:00.000	Nuit	0.0
352	2012-12-28 09:00:00.000	RENAULT	0.0
353	2012-12-28 09:00:00.000	RTC	0.0
354	2012-12-28 09:00:00.000	Regulation Medicale	0.0
355	2012-12-28 09:00:00.000	SAP	67.99927124977113
356	2012-12-28 09:00:00.000	Services	30.977777242660526
357	2012-12-28 09:00:00.000	Tech. Axa	249.07756557464603
358	2012-12-28 09:00:00.000	Tech. Inter	0.0
359	2012-12-28 09:00:00.000	Tech. Total	85.03715133666994
360	2012-12-28 09:00:00.000	Téléphonie	0.0
361	2012-12-28 09:30:00.000	CAT	591.6659294128418
362	2012-12-28 09:30:00.000	CMS	0.0
363	2012-12-28 09:30:00.000	Domicile	71.05923690795899
364	2012-12-28 09:30:00.000	Gestion	0.0
365	2012-12-28 09:30:00.000	Gestion - Accueil Telephonique	55.50047714710236
366	2012-12-28 09:30:00.000	Gestion Assurances	0.0
367	2012-12-28 09:30:00.000	Gestion Clients	0.0
368	2012-12-28 09:30:00.000	Gestion DZ	0.0
369	2012-12-28 09:30:00.000	Gestion Relation Clienteles	0.0
370	2012-12-28 09:30:00.000	Gestion Renault	0.0
371	2012-12-28 09:30:00.000	Japon	0.0
372	2012-12-28 09:30:00.000	Manager	0.0
373	2012-12-28 09:30:00.000	Mécanicien	0.0
374	2012-12-28 09:30:00.000	Médical	25.60010257959366
375	2012-12-28 09:30:00.000	Nuit	0.0
376	2012-12-28 09:30:00.000	Prestataires	0.0
377	2012-12-28 09:30:00.000	RENAULT	0.0
378	2012-12-28 09:30:00.000	RTC	34.931076812744145
379	2012-12-28 09:30:00.000	Regulation Medicale	0.0
380	2012-12-28 09:30:00.000	SAP	40.21403770446778
381	2012-12-28 09:30:00.000	Services	39.975842928886415
382	2012-12-28 09:30:00.000	Tech. Axa	199.05690031051637
383	2012-12-28 09:30:00.000	Tech. Inter	0.0
384	2012-12-28 09:30:00.000	Tech. Total	100.21954369544984
385	2012-12-28 09:30:00.000	Téléphonie	0.0
386	2012-12-28 10:00:00.000	CAT	689.3469345092774
387	2012-12-28 10:00:00.000	CMS	0.0
388	2012-12-28 10:00:00.000	Domicile	96.88194394111635
389	2012-12-28 10:00:00.000	Gestion	0.0
390	2012-12-28 10:00:00.000	Gestion - Accueil Telephonique	69.85829429626466
391	2012-12-28 10:00:00.000	Gestion Assurances	69.43417129516602
392	2012-12-28 10:00:00.000	Gestion Clients	0.0
393	2012-12-28 10:00:00.000	Gestion DZ	0.0
394	2012-12-28 10:00:00.000	Gestion Relation Clienteles	25.13483740091324
395	2012-12-28 10:00:00.000	Gestion Renault	0.0
396	2012-12-28 10:00:00.000	Japon	0.0
397	2012-12-28 10:00:00.000	Manager	0.0
398	2012-12-28 10:00:00.000	Mécanicien	0.0
399	2012-12-28 10:00:00.000	Médical	29.000549638271334
400	2012-12-28 10:00:00.000	Nuit	0.0
401	2012-12-28 10:00:00.000	Prestataires	0.0
402	2012-12-28 10:00:00.000	RENAULT	0.0
403	2012-12-28 10:00:00.000	RTC	77.57343182563783
404	2012-12-28 10:00:00.000	Regulation Medicale	0.0
405	2012-12-28 10:00:00.000	SAP	68.87865109443665
406	2012-12-28 10:00:00.000	Services	40.2057106256485
407	2012-12-28 10:00:00.000	Tech. Axa	201.82395296096803
408	2012-12-28 10:00:00.000	Tech. Inter	29.000549638271334
409	2012-12-28 10:00:00.000	Tech. Total	90.7699112892151
410	2012-12-28 10:00:00.000	Téléphonie	0.0
411	2012-12-28 10:30:00.000	CAT	865.182639694214
412	2012-12-28 10:30:00.000	CMS	0.0
413	2012-12-28 10:30:00.000	Domicile	105.88961834907533
414	2012-12-28 10:30:00.000	Gestion	0.0
415	2012-12-28 10:30:00.000	Gestion - Accueil Telephonique	69.06640458106995
416	2012-12-28 10:30:00.000	Gestion Assurances	48.72970523834229
417	2012-12-28 10:30:00.000	Gestion Clients	0.0
418	2012-12-28 10:30:00.000	Gestion DZ	0.0
419	2012-12-28 10:30:00.000	Gestion Relation Clienteles	0.0
420	2012-12-28 10:30:00.000	Gestion Renault	0.0
421	2012-12-28 10:30:00.000	Japon	0.0
422	2012-12-28 10:30:00.000	Manager	0.0
423	2012-12-28 10:30:00.000	Mécanicien	0.0
424	2012-12-28 10:30:00.000	Médical	28.793796515464784
425	2012-12-28 10:30:00.000	Nuit	0.0
426	2012-12-28 10:30:00.000	Prestataires	0.0
427	2012-12-28 10:30:00.000	RENAULT	0.0
428	2012-12-28 10:30:00.000	RTC	61.27274842262268
429	2012-12-28 10:30:00.000	Regulation Medicale	0.0
430	2012-12-28 10:30:00.000	SAP	0.0
431	2012-12-28 10:30:00.000	Services	40.2057106256485
432	2012-12-28 10:30:00.000	Tech. Axa	202.8085427284241
433	2012-12-28 10:30:00.000	Tech. Inter	0.0
434	2012-12-28 10:30:00.000	Tech. Total	103.85039486885071
435	2012-12-28 10:30:00.000	Téléphonie	0.0
436	2012-12-28 11:00:00.000	CAT	750.5591793060304
437	2012-12-28 11:00:00.000	CMS	0.0
438	2012-12-28 11:00:00.000	Domicile	103.75092353820801
439	2012-12-28 11:00:00.000	Gestion	0.0
440	2012-12-28 11:00:00.000	Gestion - Accueil Telephonique	64.5477996826172
441	2012-12-28 11:00:00.000	Gestion Assurances	68.12280578613282
442	2012-12-28 11:00:00.000	Gestion Clients	0.0
443	2012-12-28 11:00:00.000	Gestion DZ	0.0
444	2012-12-28 11:00:00.000	Gestion Relation Clienteles	0.0
445	2012-12-28 11:00:00.000	Gestion Renault	0.0
446	2012-12-28 11:00:00.000	Japon	0.0
447	2012-12-28 11:00:00.000	Manager	0.0
448	2012-12-28 11:00:00.000	Mécanicien	0.0
449	2012-12-28 11:00:00.000	Médical	27.740665853023533
450	2012-12-28 11:00:00.000	Nuit	0.0
451	2012-12-28 11:00:00.000	Prestataires	0.0
452	2012-12-28 11:00:00.000	RENAULT	0.0
453	2012-12-28 11:00:00.000	RTC	50.79295592308045
454	2012-12-28 11:00:00.000	Regulation Medicale	0.0
455	2012-12-28 11:00:00.000	SAP	45.05658144950867
456	2012-12-28 11:00:00.000	Services	33.1647748708725
457	2012-12-28 11:00:00.000	Tech. Axa	217.9551138877869
458	2012-12-28 11:00:00.000	Tech. Inter	0.0
459	2012-12-28 11:00:00.000	Tech. Total	99.775958442688
460	2012-12-28 11:00:00.000	Téléphonie	0.0
461	2012-12-28 11:30:00.000	CAT	556.0882133483888
462	2012-12-28 11:30:00.000	CMS	0.0
463	2012-12-28 11:30:00.000	Domicile	98.29228396415711
464	2012-12-28 11:30:00.000	Gestion	0.0
465	2012-12-28 11:30:00.000	Gestion - Accueil Telephonique	53.38973007202149
466	2012-12-28 11:30:00.000	Gestion Assurances	48.72970523834229
467	2012-12-28 11:30:00.000	Gestion Clients	0.0
468	2012-12-28 11:30:00.000	Gestion DZ	0.0
469	2012-12-28 11:30:00.000	Gestion Relation Clienteles	48.72970523834229
470	2012-12-28 11:30:00.000	Gestion Renault	0.0
471	2012-12-28 11:30:00.000	Japon	0.0
472	2012-12-28 11:30:00.000	Manager	0.0
473	2012-12-28 11:30:00.000	Mécanicien	0.0
474	2012-12-28 11:30:00.000	Médical	23.015424835681916
475	2012-12-28 11:30:00.000	Nuit	0.0
476	2012-12-28 11:30:00.000	Prestataires	0.0
477	2012-12-28 11:30:00.000	RENAULT	0.0
478	2012-12-28 11:30:00.000	RTC	42.63054661750794
479	2012-12-28 11:30:00.000	Regulation Medicale	0.0
480	2012-12-28 11:30:00.000	SAP	68.87865109443665
481	2012-12-28 11:30:00.000	Services	38.140778684616095
482	2012-12-28 11:30:00.000	Tech. Axa	189.89388790130616
483	2012-12-28 11:30:00.000	Tech. Inter	0.0
484	2012-12-28 11:30:00.000	Tech. Total	94.94496388435364
485	2012-12-28 11:30:00.000	Téléphonie	0.0
486	2012-12-28 12:00:00.000	CAT	482.53780822753913
487	2012-12-28 12:00:00.000	CMS	0.0
488	2012-12-28 12:00:00.000	Domicile	112.34722657203676
489	2012-12-28 12:00:00.000	Gestion	0.0
490	2012-12-28 12:00:00.000	Gestion - Accueil Telephonique	0.0
491	2012-12-28 12:00:00.000	Gestion Assurances	0.0
492	2012-12-28 12:00:00.000	Gestion Clients	0.0
